id,company_name,announcement_text,announcement_date,source,is_verified,verification_source,risk_score,created_at
142,Tata Consultancy Services,Tata Consultancy Services announces Innovate integrated systems worth ₹14401 crores. Project timeline: 4 years.,2025-07-28,NSE Official,True,Company Portal,21.2,2025-07-28 10:26:00
143,Larsen & Toubro Limited,Larsen & Toubro Limited announces Revolutionize robust roi worth ₹6956 crores. Project timeline: 3 years.,2025-06-20,BSE Official,True,NSE Website,10.4,2025-06-20 14:38:00
144,Wipro Limited,Wipro Limited announces Engage robust infrastructures worth ₹5232 crores. Project timeline: 2 years.,2024-06-11,Earnings Call,True,NSE Website,20.8,2024-06-11 15:10:00
145,HDFC Bank Limited,HDFC Bank Limited announces Embrace transparent e-business worth ₹5648 crores. Project timeline: 5 years.,2025-03-13,Government Press Release,True,Ministry of Finance,18.3,2025-03-13 12:38:00
146,Bajaj Finance Limited,Bajaj Finance Limited announces Grow ubiquitous niches worth ₹1416 crores. Project timeline: 4 years.,2024-08-02,BSE Official,True,NSE Website,23.7,2024-08-02 15:23:00
147,Larsen & Toubro Limited,Larsen & Toubro Limited announces Aggregate web-enabled e-services worth ₹17136 crores. Project timeline: 4 years.,2024-09-09,Company Press Release,True,NSE Website,13.7,2024-09-09 10:06:00
148,Bharti Airtel Limited,Bharti Airtel Limited announces Architect transparent partnerships worth ₹11284 crores. Project timeline: 4 years.,2024-07-15,Company Press Release,True,RBI Circular,11.5,2024-07-15 09:23:00
149,Hindustan Unilever Limited,Hindustan Unilever Limited announces Engineer rich interfaces worth ₹13461 crores. Project timeline: 2 years.,2023-12-03,Government Press Release,True,Ministry of Finance,13.0,2023-12-03 18:31:00
150,HDFC Bank Limited,HDFC Bank Limited announces Embrace interactive models worth ₹4491 crores. Project timeline: 1 years.,2025-03-20,Company Press Release,True,Stock Exchange Filing,13.7,2025-03-20 10:04:00
151,Super Growth Technologies,BREAKING: Super Growth Technologies promises 4761% guaranteed returns in 8 months. Immediate investment advised!,2025-03-12,Rumor Forum,False,Unverified Source,90.3,2025-03-12 09:39:00
152,GoldRush Ventures,BREAKING: GoldRush Ventures promises 3649% guaranteed returns in 10 months. Immediate investment advised!,2023-09-26,Telegram Channel,False,Unverified Source,99.7,2023-09-26 15:55:00
153,ITC Limited,ITC Limited announces Monetize front-end mindshare worth ₹5184 crores. Project timeline: 4 years.,2025-04-14,Company Press Release,True,Ministry of Finance,24.1,2025-04-14 13:53:00
154,Tata Consultancy Services,Tata Consultancy Services announces Enable enterprise experiences worth ₹11043 crores. Project timeline: 4 years.,2025-03-21,NSE Official,True,BSE Website,12.6,2025-03-21 15:13:00
155,Tata Consultancy Services,Tata Consultancy Services announces Reinvent magnetic relationships worth ₹14798 crores. Project timeline: 5 years.,2024-06-30,NSE Official,True,Stock Exchange Filing,22.5,2024-06-30 10:03:00
156,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Strategize 24/7 functionalities worth ₹19820 crores. Project timeline: 1 years.,2024-03-30,Contract Announcement,True,Ministry of Finance,11.0,2024-03-30 13:45:00
157,Larsen & Toubro Limited,Larsen & Toubro Limited announces Aggregate virtual channels worth ₹18153 crores. Project timeline: 3 years.,2024-07-12,Board Resolution,True,Company IR,14.8,2024-07-12 16:15:00
158,ITC Limited,ITC Limited announces Integrate web-enabled supply-chains worth ₹9327 crores. Project timeline: 2 years.,2023-09-17,Government Press Release,True,Ministry of Finance,10.5,2023-09-17 14:44:00
159,ONGC Limited,ONGC Limited announces Incentivize front-end metrics worth ₹16908 crores. Project timeline: 3 years.,2024-03-17,Company Press Release,True,SEBI EDIFAR,13.9,2024-03-17 12:41:00
160,Bharti Airtel Limited,Bharti Airtel Limited announces Expedite 24/365 networks worth ₹13935 crores. Project timeline: 2 years.,2024-02-05,Board Resolution,True,RBI Circular,16.9,2024-02-05 11:03:00
161,Bharti Airtel Limited,Bharti Airtel Limited announces Deliver robust mindshare worth ₹10986 crores. Project timeline: 4 years.,2024-11-16,Company Filing,True,Company IR,21.4,2024-11-16 11:05:00
162,Hindustan Unilever Limited,Hindustan Unilever Limited announces Harness intuitive paradigms worth ₹3945 crores. Project timeline: 1 years.,2025-03-09,Company Press Release,True,SEBI EDIFAR,17.4,2025-03-09 16:43:00
163,Fake Corp Industries,BREAKING: Fake Corp Industries promises 3547% guaranteed returns in 12 months. Immediate investment advised!,2025-04-28,Fake News Site,False,No Record,90.6,2025-04-28 16:55:00
164,Wipro Limited,Wipro Limited announces Iterate clicks-and-mortar convergence worth ₹14792 crores. Project timeline: 4 years.,2024-08-16,Earnings Call,True,Stock Exchange Filing,12.4,2024-08-16 11:21:00
165,State Bank of India,State Bank of India announces Monetize clicks-and-mortar channels worth ₹10736 crores. Project timeline: 1 years.,2024-12-17,Company Filing,True,Ministry of Finance,12.6,2024-12-17 17:04:00
166,Fake Corp Industries,BREAKING: Fake Corp Industries promises 4358% guaranteed returns in 1 months. Immediate investment advised!,2024-07-07,Fake News Site,False,No Record,86.2,2024-07-07 17:34:00
167,Infosys Limited,Infosys Limited announces Enable innovative initiatives worth ₹9007 crores. Project timeline: 4 years.,2025-03-03,Company Filing,True,BSE Website,14.4,2025-03-03 12:37:00
168,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 1868% guaranteed returns in 11 months. Immediate investment advised!,2025-02-04,Fake News Site,False,No Record,88.6,2025-02-04 11:45:00
169,ONGC Limited,ONGC Limited announces Redefine viral networks worth ₹9691 crores. Project timeline: 4 years.,2024-01-29,BSE Official,True,SEBI EDIFAR,17.4,2024-01-29 13:13:00
170,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 2161% guaranteed returns in 9 months. Immediate investment advised!,2025-03-17,Rumor Forum,False,No Record,97.3,2025-03-17 16:39:00
171,Wipro Limited,Wipro Limited announces Integrate frictionless architectures worth ₹12092 crores. Project timeline: 1 years.,2025-08-08,NSE Official,True,Company IR,11.7,2025-08-08 15:11:00
172,Wipro Limited,Wipro Limited announces Engineer strategic technologies worth ₹6244 crores. Project timeline: 3 years.,2024-05-02,Contract Announcement,True,BSE Website,21.3,2024-05-02 11:08:00
173,GoldRush Ventures,BREAKING: GoldRush Ventures promises 3735% guaranteed returns in 7 months. Immediate investment advised!,2024-04-30,Telegram Channel,False,No Record,86.7,2024-04-30 11:51:00
174,Adani Enterprises Limited,Adani Enterprises Limited announces Monetize magnetic web services worth ₹6255 crores. Project timeline: 5 years.,2024-04-24,Company Press Release,True,NSE Website,22.4,2024-04-24 14:49:00
175,Fake Corp Industries,BREAKING: Fake Corp Industries promises 4005% guaranteed returns in 9 months. Immediate investment advised!,2024-04-23,Fake News Site,False,Denial Issued,95.6,2024-04-23 13:14:00
176,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 3484% guaranteed returns in 5 months. Immediate investment advised!,2024-09-13,Rumor Forum,False,Unverified Source,91.8,2024-09-13 11:46:00
177,Super Growth Technologies,BREAKING: Super Growth Technologies promises 3694% guaranteed returns in 4 months. Immediate investment advised!,2023-09-16,Fake Press Release,False,No Record,92.1,2023-09-16 15:34:00
178,HDFC Bank Limited,HDFC Bank Limited announces Disintermediate efficient architectures worth ₹15296 crores. Project timeline: 4 years.,2024-10-27,Government Press Release,True,SEBI EDIFAR,19.9,2024-10-27 12:05:00
179,Adani Enterprises Limited,Adani Enterprises Limited announces Grow b2c content worth ₹2193 crores. Project timeline: 5 years.,2025-08-12,NSE Official,True,NSE Website,19.8,2025-08-12 14:05:00
180,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 1355% guaranteed returns in 9 months. Immediate investment advised!,2025-05-14,Fake News Site,False,Not Verified,99.1,2025-05-14 15:16:00
181,Bharti Airtel Limited,Bharti Airtel Limited announces Streamline 24/7 info-mediaries worth ₹4574 crores. Project timeline: 1 years.,2025-01-13,NSE Official,True,Company Portal,11.5,2025-01-13 09:38:00
182,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 2897% guaranteed returns in 6 months. Immediate investment advised!,2025-04-27,Fake News Site,False,No Record,91.2,2025-04-27 14:26:00
183,Quick Money Corp,BREAKING: Quick Money Corp promises 1098% guaranteed returns in 12 months. Immediate investment advised!,2025-02-14,Unverified Blog,False,Unverified Source,86.0,2025-02-14 17:06:00
184,ITC Limited,ITC Limited announces Seize ubiquitous e-business worth ₹18495 crores. Project timeline: 3 years.,2024-06-05,Earnings Call,True,Stock Exchange Filing,23.2,2024-06-05 13:36:00
185,Coal India Limited,Coal India Limited announces Productize sticky convergence worth ₹14522 crores. Project timeline: 1 years.,2025-02-18,Contract Announcement,True,SEBI EDIFAR,24.9,2025-02-18 17:54:00
186,GoldRush Ventures,BREAKING: GoldRush Ventures promises 3328% guaranteed returns in 10 months. Immediate investment advised!,2025-08-06,Fake Press Release,False,No Record,87.4,2025-08-06 11:37:00
187,Bajaj Finance Limited,Bajaj Finance Limited announces Morph seamless roi worth ₹7601 crores. Project timeline: 5 years.,2024-10-03,Company Press Release,True,Company Portal,11.0,2024-10-03 12:34:00
188,ONGC Limited,ONGC Limited announces Brand user-centric e-tailers worth ₹4409 crores. Project timeline: 3 years.,2023-12-17,Earnings Call,True,BSE Website,22.8,2023-12-17 17:31:00
189,Bajaj Finance Limited,Bajaj Finance Limited announces E-enable 24/365 architectures worth ₹16466 crores. Project timeline: 2 years.,2025-06-09,Company Press Release,True,SEBI EDIFAR,19.1,2025-06-09 13:09:00
190,Reliance Industries Limited,Reliance Industries Limited announces Syndicate wireless e-tailers worth ₹5864 crores. Project timeline: 1 years.,2025-08-04,NSE Official,True,Ministry of Finance,20.8,2025-08-04 12:05:00
191,Larsen & Toubro Limited,Larsen & Toubro Limited announces Productize proactive mindshare worth ₹19179 crores. Project timeline: 3 years.,2023-11-16,BSE Official,True,SEBI EDIFAR,21.1,2023-11-16 16:02:00
192,ITC Limited,ITC Limited announces Matrix plug-and-play content worth ₹17830 crores. Project timeline: 4 years.,2024-01-03,BSE Official,True,Stock Exchange Filing,16.8,2024-01-03 15:06:00
193,State Bank of India,State Bank of India announces Engage cutting-edge e-business worth ₹8261 crores. Project timeline: 5 years.,2024-03-25,BSE Official,True,BSE Website,10.0,2024-03-25 15:33:00
194,Infosys Limited,Infosys Limited announces Enhance distributed functionalities worth ₹6089 crores. Project timeline: 2 years.,2024-05-12,Government Press Release,True,Company IR,12.0,2024-05-12 09:34:00
195,Bajaj Finance Limited,Bajaj Finance Limited announces E-enable web-enabled partnerships worth ₹564 crores. Project timeline: 3 years.,2025-01-24,Government Press Release,True,SEBI EDIFAR,22.1,2025-01-24 09:26:00
196,Reliance Industries Limited,Reliance Industries Limited announces E-enable leading-edge synergies worth ₹5862 crores. Project timeline: 2 years.,2023-10-28,BSE Official,True,Company IR,14.0,2023-10-28 11:09:00
197,Tata Consultancy Services,Tata Consultancy Services announces Incentivize collaborative roi worth ₹5303 crores. Project timeline: 2 years.,2025-02-28,Board Resolution,True,Stock Exchange Filing,17.2,2025-02-28 13:50:00
198,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4232% guaranteed returns in 11 months. Immediate investment advised!,2024-03-09,Telegram Channel,False,Unverified Source,88.7,2024-03-09 13:53:00
199,Hindustan Unilever Limited,Hindustan Unilever Limited announces Synergize plug-and-play portals worth ₹7048 crores. Project timeline: 5 years.,2024-03-07,Government Press Release,True,Company IR,19.8,2024-03-07 09:51:00
200,State Bank of India,State Bank of India announces Grow virtual infrastructures worth ₹13012 crores. Project timeline: 4 years.,2024-01-27,Company Press Release,True,Company Portal,20.4,2024-01-27 09:06:00
201,Coal India Limited,Coal India Limited announces Integrate transparent roi worth ₹10822 crores. Project timeline: 2 years.,2025-02-26,Company Press Release,True,Company IR,21.2,2025-02-26 13:41:00
202,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2742% guaranteed returns in 1 months. Immediate investment advised!,2024-01-06,Telegram Channel,False,Not Verified,89.1,2024-01-06 10:56:00
203,Tata Consultancy Services,Tata Consultancy Services announces Harness 24/365 models worth ₹6324 crores. Project timeline: 3 years.,2025-03-13,Company Press Release,True,Company Portal,21.0,2025-03-13 10:54:00
204,Bharti Airtel Limited,Bharti Airtel Limited announces Enable best-of-breed deliverables worth ₹1482 crores. Project timeline: 3 years.,2025-04-17,NSE Official,True,Company Portal,10.2,2025-04-17 12:14:00
205,ONGC Limited,ONGC Limited announces Engage proactive e-tailers worth ₹11422 crores. Project timeline: 4 years.,2023-11-02,Board Resolution,True,Ministry of Finance,14.3,2023-11-02 16:18:00
206,Hindustan Unilever Limited,Hindustan Unilever Limited announces Implement impactful users worth ₹5337 crores. Project timeline: 1 years.,2024-02-22,Government Press Release,True,Company IR,15.2,2024-02-22 18:25:00
207,Bharti Airtel Limited,Bharti Airtel Limited announces Matrix dynamic metrics worth ₹8853 crores. Project timeline: 4 years.,2023-09-14,Earnings Call,True,SEBI EDIFAR,19.4,2023-09-14 13:57:00
208,Fake Corp Industries,BREAKING: Fake Corp Industries promises 2155% guaranteed returns in 3 months. Immediate investment advised!,2023-11-04,Fake News Site,False,Not Verified,94.4,2023-11-04 10:20:00
209,GoldRush Ventures,BREAKING: GoldRush Ventures promises 2033% guaranteed returns in 4 months. Immediate investment advised!,2023-09-27,Suspicious Website,False,No Record,86.4,2023-09-27 18:06:00
210,Bharti Airtel Limited,Bharti Airtel Limited announces Monetize clicks-and-mortar convergence worth ₹16853 crores. Project timeline: 5 years.,2023-10-13,BSE Official,True,NSE Website,14.3,2023-10-13 15:25:00
211,Reliance Industries Limited,Reliance Industries Limited announces Transform 24/7 technologies worth ₹13124 crores. Project timeline: 4 years.,2025-04-23,Contract Announcement,True,Company Portal,19.2,2025-04-23 11:35:00
212,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 720% guaranteed returns in 4 months. Immediate investment advised!,2024-09-10,Fake Press Release,False,Unverified Source,85.7,2024-09-10 13:49:00
213,Infosys Limited,Infosys Limited announces Productize front-end methodologies worth ₹18573 crores. Project timeline: 1 years.,2023-09-09,NSE Official,True,Ministry of Finance,24.4,2023-09-09 18:20:00
214,Asian Paints Limited,Asian Paints Limited announces Optimize out-of-the-box methodologies worth ₹14049 crores. Project timeline: 1 years.,2025-07-19,NSE Official,True,RBI Circular,19.3,2025-07-19 12:24:00
215,Wipro Limited,Wipro Limited announces Enhance plug-and-play methodologies worth ₹14846 crores. Project timeline: 4 years.,2025-03-23,Company Filing,True,Company Portal,19.0,2025-03-23 17:01:00
216,Asian Paints Limited,Asian Paints Limited announces Deploy sticky platforms worth ₹8934 crores. Project timeline: 5 years.,2025-07-31,NSE Official,True,SEBI EDIFAR,12.1,2025-07-31 12:41:00
217,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 3987% guaranteed returns in 11 months. Immediate investment advised!,2024-06-06,WhatsApp Forward,False,No Official Source,87.5,2024-06-06 09:44:00
218,State Bank of India,State Bank of India announces Monetize strategic networks worth ₹4036 crores. Project timeline: 4 years.,2025-03-30,Board Resolution,True,SEBI EDIFAR,19.4,2025-03-30 14:53:00
219,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4785% guaranteed returns in 7 months. Immediate investment advised!,2025-03-14,Telegram Channel,False,Unverified Source,98.1,2025-03-14 13:45:00
220,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 2419% guaranteed returns in 7 months. Immediate investment advised!,2024-09-27,Suspicious Website,False,No Record,96.6,2024-09-27 17:36:00
221,Reliance Industries Limited,Reliance Industries Limited announces Syndicate killer e-business worth ₹14641 crores. Project timeline: 2 years.,2024-12-03,NSE Official,True,BSE Website,10.5,2024-12-03 11:52:00
222,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 2027% guaranteed returns in 5 months. Immediate investment advised!,2023-12-10,Fake Press Release,False,Unverified Source,94.7,2023-12-10 18:16:00
223,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 2335% guaranteed returns in 11 months. Immediate investment advised!,2025-05-05,Rumor Forum,False,No Record,92.9,2025-05-05 15:59:00
224,Reliance Industries Limited,Reliance Industries Limited announces Exploit intuitive convergence worth ₹4079 crores. Project timeline: 3 years.,2024-11-07,Company Press Release,True,SEBI EDIFAR,21.7,2024-11-07 12:32:00
225,Reliance Industries Limited,Reliance Industries Limited announces Synthesize customized eyeballs worth ₹2761 crores. Project timeline: 5 years.,2024-03-31,NSE Official,True,Stock Exchange Filing,10.8,2024-03-31 14:13:00
226,Bharti Airtel Limited,Bharti Airtel Limited announces Incentivize leading-edge platforms worth ₹11003 crores. Project timeline: 5 years.,2025-06-27,Company Press Release,True,Company Portal,11.2,2025-06-27 10:08:00
227,State Bank of India,State Bank of India announces Drive wireless bandwidth worth ₹1658 crores. Project timeline: 5 years.,2025-07-27,BSE Official,True,BSE Website,17.1,2025-07-27 15:06:00
228,Asian Paints Limited,Asian Paints Limited announces Re-contextualize customized synergies worth ₹2784 crores. Project timeline: 5 years.,2025-02-28,Earnings Call,True,Ministry of Finance,15.2,2025-02-28 13:37:00
229,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2264% guaranteed returns in 1 months. Immediate investment advised!,2024-05-06,Suspicious Website,False,No Record,96.8,2024-05-06 14:36:00
230,Asian Paints Limited,Asian Paints Limited announces Target web-enabled solutions worth ₹19641 crores. Project timeline: 4 years.,2024-03-16,Company Press Release,True,NSE Website,20.5,2024-03-16 15:00:00
231,Adani Enterprises Limited,Adani Enterprises Limited announces Re-intermediate viral experiences worth ₹10345 crores. Project timeline: 1 years.,2025-03-08,BSE Official,True,Ministry of Finance,14.3,2025-03-08 17:50:00
232,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 4609% guaranteed returns in 3 months. Immediate investment advised!,2023-09-02,WhatsApp Forward,False,Unverified Source,95.6,2023-09-02 18:58:00
233,Asian Paints Limited,Asian Paints Limited announces Seize global eyeballs worth ₹19484 crores. Project timeline: 2 years.,2024-08-02,Contract Announcement,True,BSE Website,24.5,2024-08-02 09:12:00
234,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 2996% guaranteed returns in 8 months. Immediate investment advised!,2024-05-01,Suspicious Website,False,Unverified Source,93.9,2024-05-01 18:31:00
235,GoldRush Ventures,BREAKING: GoldRush Ventures promises 3763% guaranteed returns in 12 months. Immediate investment advised!,2024-12-11,WhatsApp Forward,False,Denial Issued,94.3,2024-12-11 15:54:00
236,Quick Money Corp,BREAKING: Quick Money Corp promises 3899% guaranteed returns in 8 months. Immediate investment advised!,2025-01-02,Unverified Blog,False,No Record,99.0,2025-01-02 10:21:00
237,Tata Consultancy Services,Tata Consultancy Services announces Drive web-enabled infrastructures worth ₹7371 crores. Project timeline: 2 years.,2024-12-05,Government Press Release,True,Company IR,12.9,2024-12-05 11:57:00
238,Hindustan Unilever Limited,Hindustan Unilever Limited announces Benchmark wireless technologies worth ₹14523 crores. Project timeline: 2 years.,2023-10-22,Company Filing,True,RBI Circular,13.8,2023-10-22 18:54:00
239,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Unleash plug-and-play paradigms worth ₹8565 crores. Project timeline: 3 years.,2025-05-01,Board Resolution,True,Company IR,16.8,2025-05-01 14:19:00
240,Bharti Airtel Limited,Bharti Airtel Limited announces Repurpose killer supply-chains worth ₹18889 crores. Project timeline: 2 years.,2025-06-02,Company Filing,True,Ministry of Finance,13.5,2025-06-02 13:05:00
241,ONGC Limited,ONGC Limited announces Synthesize intuitive portals worth ₹2663 crores. Project timeline: 5 years.,2024-01-30,BSE Official,True,Company IR,16.5,2024-01-30 11:53:00
242,Asian Paints Limited,Asian Paints Limited announces Mesh strategic action-items worth ₹18257 crores. Project timeline: 1 years.,2025-06-02,Contract Announcement,True,Stock Exchange Filing,19.4,2025-06-02 18:40:00
243,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2727% guaranteed returns in 6 months. Immediate investment advised!,2025-01-21,Rumor Forum,False,Not Verified,92.6,2025-01-21 09:21:00
244,Asian Paints Limited,Asian Paints Limited announces Redefine strategic methodologies worth ₹14728 crores. Project timeline: 1 years.,2024-12-14,Contract Announcement,True,NSE Website,17.6,2024-12-14 12:38:00
245,Super Growth Technologies,BREAKING: Super Growth Technologies promises 934% guaranteed returns in 5 months. Immediate investment advised!,2024-06-23,Unverified Blog,False,No Record,92.5,2024-06-23 11:38:00
246,Asian Paints Limited,Asian Paints Limited announces Synergize dynamic e-commerce worth ₹10268 crores. Project timeline: 4 years.,2024-04-22,Company Press Release,True,Company IR,17.9,2024-04-22 11:12:00
247,Infosys Limited,Infosys Limited announces Deliver magnetic relationships worth ₹8989 crores. Project timeline: 3 years.,2025-04-17,Company Filing,True,NSE Website,14.7,2025-04-17 11:41:00
248,Infosys Limited,Infosys Limited announces Extend b2c web services worth ₹1457 crores. Project timeline: 2 years.,2024-10-09,Company Filing,True,Company IR,14.8,2024-10-09 17:12:00
249,Wipro Limited,Wipro Limited announces Morph cross-media networks worth ₹1622 crores. Project timeline: 1 years.,2024-09-10,Earnings Call,True,Ministry of Finance,11.9,2024-09-10 18:54:00
250,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 901% guaranteed returns in 9 months. Immediate investment advised!,2024-09-04,WhatsApp Forward,False,No Official Source,85.5,2024-09-04 16:31:00
251,Adani Enterprises Limited,Adani Enterprises Limited announces Seize 24/7 markets worth ₹6131 crores. Project timeline: 3 years.,2025-01-08,Earnings Call,True,NSE Website,14.7,2025-01-08 13:24:00
252,ITC Limited,ITC Limited announces Deploy innovative vortals worth ₹13235 crores. Project timeline: 2 years.,2024-08-03,Board Resolution,True,NSE Website,17.2,2024-08-03 12:37:00
253,HDFC Bank Limited,HDFC Bank Limited announces Reinvent extensible methodologies worth ₹11727 crores. Project timeline: 3 years.,2024-12-13,Board Resolution,True,NSE Website,14.4,2024-12-13 11:36:00
254,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Scale efficient action-items worth ₹2086 crores. Project timeline: 4 years.,2025-05-06,NSE Official,True,RBI Circular,22.9,2025-05-06 15:52:00
255,Tata Consultancy Services,Tata Consultancy Services announces Revolutionize ubiquitous channels worth ₹19718 crores. Project timeline: 1 years.,2024-08-11,Company Press Release,True,BSE Website,11.4,2024-08-11 13:10:00
256,Reliance Industries Limited,Reliance Industries Limited announces Orchestrate b2c methodologies worth ₹15989 crores. Project timeline: 1 years.,2025-01-08,BSE Official,True,Ministry of Finance,14.5,2025-01-08 17:40:00
257,Super Growth Technologies,BREAKING: Super Growth Technologies promises 3248% guaranteed returns in 2 months. Immediate investment advised!,2024-03-25,WhatsApp Forward,False,No Record,93.0,2024-03-25 16:49:00
258,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Revolutionize 24/365 partnerships worth ₹13203 crores. Project timeline: 2 years.,2024-09-10,Government Press Release,True,RBI Circular,23.6,2024-09-10 17:09:00
259,State Bank of India,State Bank of India announces Synergize impactful partnerships worth ₹9326 crores. Project timeline: 5 years.,2025-01-19,NSE Official,True,Company Portal,12.2,2025-01-19 11:02:00
260,Asian Paints Limited,Asian Paints Limited announces Facilitate innovative e-services worth ₹8232 crores. Project timeline: 4 years.,2024-01-05,Company Press Release,True,Ministry of Finance,15.5,2024-01-05 10:29:00
261,ITC Limited,ITC Limited announces Iterate collaborative applications worth ₹10491 crores. Project timeline: 4 years.,2023-10-01,Company Filing,True,SEBI EDIFAR,17.0,2023-10-01 10:22:00
262,Fake Corp Industries,BREAKING: Fake Corp Industries promises 2685% guaranteed returns in 2 months. Immediate investment advised!,2024-05-04,Unverified Blog,False,Not Verified,92.7,2024-05-04 13:46:00
263,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 1335% guaranteed returns in 5 months. Immediate investment advised!,2023-11-05,Fake News Site,False,Denial Issued,97.3,2023-11-05 16:26:00
264,GoldRush Ventures,BREAKING: GoldRush Ventures promises 4116% guaranteed returns in 7 months. Immediate investment advised!,2024-09-27,Fake Press Release,False,No Official Source,94.8,2024-09-27 11:49:00
265,Miracle Pharma Inc,BREAKING: Miracle Pharma Inc promises 1385% guaranteed returns in 6 months. Immediate investment advised!,2024-09-10,Fake News Site,False,No Official Source,94.3,2024-09-10 17:49:00
266,Reliance Industries Limited,Reliance Industries Limited announces E-enable distributed web-readiness worth ₹17623 crores. Project timeline: 5 years.,2025-04-27,BSE Official,True,Stock Exchange Filing,19.8,2025-04-27 11:37:00
267,Tata Consultancy Services,Tata Consultancy Services announces Seize dot-com e-commerce worth ₹17278 crores. Project timeline: 1 years.,2023-10-10,Company Filing,True,NSE Website,20.1,2023-10-10 16:56:00
268,Wipro Limited,Wipro Limited announces Facilitate frictionless platforms worth ₹2234 crores. Project timeline: 1 years.,2025-02-16,Board Resolution,True,Company IR,16.5,2025-02-16 13:22:00
269,Adani Enterprises Limited,Adani Enterprises Limited announces Evolve holistic supply-chains worth ₹9552 crores. Project timeline: 5 years.,2025-07-19,Company Filing,True,BSE Website,13.1,2025-07-19 11:24:00
270,Tata Consultancy Services,Tata Consultancy Services announces Re-contextualize wireless architectures worth ₹15281 crores. Project timeline: 4 years.,2025-05-09,Company Press Release,True,SEBI EDIFAR,21.7,2025-05-09 16:07:00
271,Reliance Industries Limited,Reliance Industries Limited announces Envisioneer dot-com initiatives worth ₹13879 crores. Project timeline: 2 years.,2024-02-19,NSE Official,True,BSE Website,20.5,2024-02-19 14:44:00
272,Asian Paints Limited,Asian Paints Limited announces Productize collaborative communities worth ₹3178 crores. Project timeline: 2 years.,2024-05-13,Company Filing,True,Ministry of Finance,12.8,2024-05-13 12:32:00
273,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4151% guaranteed returns in 12 months. Immediate investment advised!,2025-08-15,Fake News Site,False,No Official Source,95.1,2025-08-15 10:56:00
274,Wipro Limited,Wipro Limited announces Re-intermediate strategic web-readiness worth ₹9885 crores. Project timeline: 5 years.,2025-06-06,Company Filing,True,Ministry of Finance,14.1,2025-06-06 09:35:00
275,ITC Limited,ITC Limited announces Optimize rich mindshare worth ₹11534 crores. Project timeline: 5 years.,2024-10-28,Earnings Call,True,SEBI EDIFAR,13.0,2024-10-28 16:18:00
276,Fake Corp Industries,BREAKING: Fake Corp Industries promises 3498% guaranteed returns in 8 months. Immediate investment advised!,2024-12-04,Telegram Channel,False,Denial Issued,97.8,2024-12-04 16:44:00
277,HDFC Bank Limited,HDFC Bank Limited announces Seize e-business action-items worth ₹16584 crores. Project timeline: 5 years.,2025-01-24,NSE Official,True,Company Portal,23.0,2025-01-24 14:02:00
278,Coal India Limited,Coal India Limited announces Empower extensible experiences worth ₹18530 crores. Project timeline: 4 years.,2024-03-20,Contract Announcement,True,Ministry of Finance,20.5,2024-03-20 15:10:00
279,Reliance Industries Limited,Reliance Industries Limited announces Expedite e-business e-business worth ₹9740 crores. Project timeline: 5 years.,2025-07-17,Company Filing,True,Company Portal,16.5,2025-07-17 16:02:00
280,Super Growth Technologies,BREAKING: Super Growth Technologies promises 4196% guaranteed returns in 1 months. Immediate investment advised!,2024-06-05,Unverified Blog,False,No Record,94.5,2024-06-05 10:27:00
281,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 2736% guaranteed returns in 3 months. Immediate investment advised!,2024-02-15,Telegram Channel,False,Denial Issued,96.9,2024-02-15 16:18:00
282,Tata Consultancy Services,Tata Consultancy Services announces Harness holistic markets worth ₹17091 crores. Project timeline: 2 years.,2024-09-01,NSE Official,True,BSE Website,15.0,2024-09-01 17:35:00
283,Reliance Industries Limited,Reliance Industries Limited announces Envisioneer turn-key portals worth ₹4433 crores. Project timeline: 1 years.,2024-03-18,Government Press Release,True,Stock Exchange Filing,22.7,2024-03-18 17:02:00
